,event_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_type,source_depth_km,preferred_source_magnitude,preferred_source_magnitude_type,preferred_source_magnitude_uncertainty,source_depth_uncertainty_km,source_horizontal_uncertainty_km,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_P_arrival_sample,trace_S_arrival_uncertainty_s,trace_P_arrival_uncertainty_s,trace_P_polarity,trace_S_onset,trace_P_onset,trace_snr_db,year,source_type_pnsn_label,source_local_magnitude,source_local_magnitude_uncertainty,source_duration_magnitude,source_duration_magnitude_uncertainty,source_hand_magnitude
300,uw60966266,2015-02-11T02:56:50.650000Z,47.455,-122.917,earthquake,15.531,1.03,ml,0.172,1.03,0.76,TA,BH,D03D,--,47.5347,-123.089,262.0,"bucket1$300,:3,:15001",100,2015-02-11T02:56:00.650000Z,5630.0,5355.0,0.06,0.06,undecidable,impulsive,impulsive,5.364|-0.369|-5.197,2015.0,eq,1.03,0.172,0.56,0.2,
301,uw60778891,2014-05-17T14:13:31.510000Z,49.134,-122.148,earthquake,9.99,2.04,ml,0.232,1.62,0.74,UW,BH,LRIV,--,48.0575,-123.504,293.8,"bucket1$301,:3,:15001",100,2014-05-17T14:12:41.510000Z,9205.0,7406.0,0.15,0.03,positive,emergent,impulsive,8.17|4.183|-0.274,2014.0,eq,2.04,0.232,1.76,0.147,
302,uw60557192,2013-07-23T00:45:41.940000Z,48.006,-122.234,earthquake,25.275,1.31,ml,0.231,1.23,0.66,TA,BH,B05D,--,48.2641,-122.096,153.0,"bucket1$302,:3,:15001",100,2013-07-23T00:44:51.940000Z,6068.0,5616.0,0.15,0.06,positive,emergent,impulsive,11.635|7.006|1.104,2013.0,eq,1.31,0.231,0.89,0.11,
303,uw61835131,2022-04-29T11:26:55.510000Z,46.167,-119.842,earthquake,25.02,0.97,ml,0.13,0.9,0.35,US,BH,HAWA,00,46.3925,-119.533,364.0,"bucket1$303,:3,:15001",100,2022-04-29T11:26:05.510000Z,6267.0,5717.0,0.06,0.06,negative,impulsive,impulsive,9.040|12.215|5.747,2022.0,eq,0.97,0.118154548275,0.9,0.125913538758,
304,uw61683302,2020-10-16T01:54:36.780000Z,48.31,-123.27,earthquake,22.14,1.12,ml,0.036,1.23,0.71,CN,HH,PTRF,--,48.5442,-124.413,164.0,"bucket1$304,:3,:15001",100,2020-10-16T01:53:46.780000Z,7455.0,6367.0,0.15,0.3,undecidable,emergent,emergent,0.274|-0.074|1.925,2020.0,eq,1.12,0.0356285982675,0.81,0.153655802306,
305,uw61635071,2020-06-01T08:50:29.640000Z,48.375,-122.248,earthquake,12.39,1.0,ml,0.365,1.08,0.5,UW,HH,DONK,--,48.4238,-122.157,892.8,"bucket1$305,:3,:15001",100,2020-06-01T08:49:39.640000Z,5584.0,5248.0,0.15,0.03,positive,emergent,impulsive,6.687|1.559|5.123,2020.0,eq,1.0,0.365220122705,1.06,0.0532234566802,
306,uw61862841,2022-07-17T09:57:12.740000Z,48.301,-121.841,earthquake,1.23,2.0,ml,0.145135182917,1.13,0.5,UW,HH,WRW,--,47.8567,-120.883,1167.0,"bucket1$306,:3,:15001",100,2022-07-17T09:56:22.740000Z,7416.0,6406.0,0.06,0.03,negative,impulsive,impulsive,11.804|12.661|12.135,2022.0,eq,2.0,0.145135182917,1.98,0.391543615236,
307,uw61512166,2019-02-20T07:23:44.890000Z,47.599,-122.584,earthquake,23.33,2.33,ml,0.199998725911,0.7,0.38,UW,HH,STOR,--,47.1881,-121.989,266.4,"bucket1$307,:3,:15001",100,2019-02-20T07:22:54.890000Z,6947.0,6098.0,0.06,0.06,negative,impulsive,impulsive,1.48|6.3|5.126,2019.0,eq,2.33,0.199998725911,2.1,0.216236244146,
308,uw61803772,2022-01-25T07:48:29.390000Z,48.849,-122.358,earthquake,12.19,1.53,ml,0.103273609296,0.8,0.44,UW,HH,DONK,--,48.4238,-122.157,892.8,"bucket1$308,:3,:15001",100,2022-01-25T07:47:39.390000Z,6489.0,5819.0,0.06,0.03,negative,impulsive,impulsive,-0.826|3.500|-0.692,2022.0,eq,1.53,0.103273609296,1.47,0.365240609076,
309,uw61250056,2017-02-14T04:36:12.820000Z,47.18,-122.203,earthquake,15.48,0.93,ml,0.039,0.78,0.62,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket1$309,:3,:15001",100,2017-02-14T04:35:22.820000Z,6306.0,5746.0,0.15,0.15,undecidable,emergent,emergent,-0.097|-5.874|-1.958,2017.0,eq,0.93,0.039,0.94,0.118,
310,uw61847987,2022-06-30T20:33:14.720000Z,47.214,-121.79,earthquake,11.4,1.86,ml,0.180886022866,1.17,0.77,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket1$310,:3,:15001",100,2022-06-30T20:32:24.720000Z,6241.0,5718.0,0.15,,undecidable,emergent,,25.094|25.190|16.615,2022.0,px,1.86,0.180886022866,1.8,0.309114432358,
311,uw10729438,2007-11-22T06:39:43.120000Z,45.38,-116.907,earthquake,8.803,0.0,md,0.07,0.0,0.193,TA,BH,G11A,--,45.3997,-116.268,1343.0,"bucket1$311,:3,:15001",100,2007-11-22T06:38:53.120000Z,6456.0,5856.0,0.08,0.08,undecidable,,,16.038|12.398|9.468,2007.0,eq,,,0.0,0.07,
312,uw61775316,2021-09-03T03:50:38.730000Z,46.096,-119.249,earthquake,13.13,1.03,ml,0.169,2.19,0.64,UW,HH,DDRF,--,46.4911,-119.06,233.0,"bucket1$312,:3,:15001",100,2021-09-03T03:49:48.730000Z,6489.0,5842.0,0.15,0.15,undecidable,emergent,emergent,18.752|15.225|11.806,2021.0,eq,1.03,0.16944478881,0.9,0.102794162978,
313,uw61339586,2017-10-10T02:23:10.880000Z,46.195,-122.174,earthquake,2.14,0.24,ml,0.243,0.61,0.58,CC,BH,VALT,--,46.2142,-122.189,1681.0,"bucket1$313,:3,:15001",100,2017-10-10T02:22:20.880000Z,5146.0,5076.0,0.06,0.06,undecidable,impulsive,impulsive,8.133|12.918|7.858,2017.0,eq,0.24,0.243,0.57,0.666,
314,uw61792651,2021-10-26T14:28:02.410000Z,47.257,-122.809,earthquake,51.21,1.98,ml,0.176,0.67,0.29,UW,HH,ANGUS,--,47.1008,-123.493,89.7,"bucket1$314,:3,:15001",100,2021-10-26T14:27:12.410000Z,7016.0,6194.0,0.15,0.15,undecidable,emergent,emergent,-2.662|-4.965|-4.235,2021.0,eq,1.98,0.176196138491,1.91,0.225850192506,
315,uw10745368,2008-05-15T01:00:08.330000Z,44.243,-118.221,earthquake,13.955,2.2,md,0.09,3.9,0.807,TA,BH,H08A,--,44.5191,-118.67,1373.0,"bucket1$315,:3,:15001",100,2008-05-15T00:59:18.330000Z,6512.0,5820.0,0.05,0.1,undecidable,,,13.101|7.507|3.702,2008.0,eq,,,2.2,0.09,
316,uw61366616,2018-02-03T23:18:41.750000Z,48.603,-123.02,earthquake,16.83,1.13,ml,0.089,1.34,0.61,CN,HH,SNB,--,48.7751,-123.172,402.0,"bucket1$316,:3,:15001",100,2018-02-03T23:17:51.750000Z,5788.0,5452.0,0.06,0.06,positive,impulsive,impulsive,-1.315|-2.859|-9.357,2018.0,eq,1.13,0.089,0.53,0.396,
317,uw10762288,2008-10-26T11:52:15.450000Z,47.418,-122.727,earthquake,25.679,2.3,md,0.06,0.42,0.41,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket1$317,:3,:15001",100,2008-10-26T11:51:25.450000Z,7723.0,6573.0,0.05,0.02,positive,,,6.725|8.676|-0.495,2008.0,eq,,,2.3,0.06,
318,uw61523817,2019-05-22T11:43:17.220000Z,47.74,-120.698,earthquake,-0.57,1.74,ml,0.156,1.77,0.31,UW,HH,WAT2,--,47.6202,-120.114,875.1,"bucket1$318,:3,:15001",100,2019-05-22T11:42:27.220000Z,6335.0,5769.0,0.15,0.15,undecidable,emergent,emergent,11.475|13.008|11.164,2019.0,eq,1.74,0.155656355356,2.16,0.262001647336,
319,uw61800586,2021-11-26T07:09:19.970000Z,48.314,-122.119,earthquake,13.11,1.2,ml,0.118,0.84,0.36,UW,HH,SAXON,--,48.6833,-122.161,110.8,"bucket1$319,:3,:15001",100,2021-11-26T07:08:29.970000Z,6258.0,5707.0,0.06,0.06,negative,impulsive,impulsive,0.511|1.534|-0.887,2021.0,eq,1.2,0.118201048442,1.07,0.113268854443,
320,uw61712466,2021-02-08T05:29:25.330000Z,45.847,-122.263,earthquake,7.62,1.32,ml,0.0880013878741,0.33,0.47,UW,HH,YACT,--,45.9325,-122.419,211.2,"bucket1$320,:3,:15001",100,2021-02-08T05:28:35.330000Z,5538.0,5297.0,0.06,0.03,positive,impulsive,impulsive,nan|14.656|15.043,2021.0,eq,1.32,0.0880013878741,1.66,0.346060387817,
321,uw61567251,2020-01-15T09:26:11.210000Z,48.375,-123.294,earthquake,21.91,1.2,ml,0.102,1.3,0.77,CN,HH,SYMB,--,48.5593,-123.799,945.0,"bucket1$321,:3,:15001",100,2020-01-15T09:25:21.210000Z,6236.0,5709.0,0.15,0.06,negative,emergent,impulsive,1.586|-0.897|1.588,2020.0,eq,1.2,0.102319456956,0.91,0.177815464483,
322,uw10823793,2011-09-04T06:52:26.230000Z,46.405,-119.273,earthquake,2.3,1.34,ml,0.056,0.72,0.214,HW,BH,DDRF,--,46.4911,-119.06,233.0,"bucket1$322,:3,:15001",100,2011-09-04T06:51:36.230000Z,5655.0,5375.0,0.08,0.03,positive,,,12.487|14.645|8.62,2011.0,eq,1.34,0.056,1.3,0.05,
323,uw61731822,2021-06-08T09:16:09.480000Z,47.986,-122.716,earthquake,20.12,1.22,ml,0.066,0.63,0.35,UW,HH,BERY,--,48.2641,-122.096,149.6,"bucket1$323,:3,:15001",100,2021-06-08T09:15:19.480000Z,6637.0,5945.0,0.06,0.06,negative,impulsive,impulsive,8.175|1.997|3.954,2021.0,eq,1.22,0.0378862607675,0.93,0.200419829119,
324,uw61624356,2020-05-11T22:20:07.380000Z,46.249,-122.1,earthquake,3.86,0.29,ml,0.204,0.44,0.49,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket1$324,:3,:15001",100,2020-05-11T22:19:17.380000Z,5385.0,5204.0,0.06,0.15,undecidable,impulsive,emergent,4.686|12.429|3.464,2020.0,eq,0.29,0.203683363296,0.13,0.200719566413,
325,uw60456097,2012-09-26T04:42:26.220000Z,46.81,-121.749,earthquake,7.309,0.5,ml,0.131,1.24,0.96,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket1$325,:3,:15001",100,2012-09-26T04:41:36.220000Z,5434.0,5216.0,0.06,0.03,positive,impulsive,impulsive,8.271|2.883|2.198,2012.0,eq,0.5,0.131,0.18,0.175,
326,uw10768653,2009-04-08T13:15:12.740000Z,47.432,-122.339,earthquake,22.312,1.63,ml,0.178,0.96,0.314,UW,BH,LON,--,46.7506,-121.81,853.0,"bucket1$326,:3,:15001",100,2009-04-08T13:14:22.740000Z,7386.0,6376.0,0.05,0.04,undecidable,,,7.108|1.481|3.194,2009.0,eq,1.63,0.178,1.8,0.03,
327,uw61583827,2020-03-17T09:59:30.780000Z,46.853,-121.752,earthquake,0.64,0.38,ml,0.023,0.48,0.27,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket1$327,:3,:15001",100,2020-03-17T09:58:40.780000Z,5258.0,5133.0,0.15,0.03,positive,emergent,impulsive,5.152|8.364|7.168,2020.0,eq,0.38,0.0380052531061,-0.14,0.164062416173,
328,uw61563277,2019-12-08T22:37:15.680000Z,47.917,-122.612,earthquake,19.82,1.93,ml,0.251,0.62,0.38,UW,HH,DONK,--,48.4238,-122.157,892.8,"bucket1$328,:3,:15001",100,2019-12-08T22:36:25.680000Z,6959.0,6103.0,0.3,0.06,negative,emergent,impulsive,-1.072|-2.295|-6.133,2019.0,eq,1.93,0.250590705749,1.57,0.129814031739,
329,uw10697223,2006-08-06T00:38:36.960000Z,46.867,-121.903,earthquake,9.852,0.8,md,0.04,0.29,0.313,TA,BH,E05A,--,46.5605,-121.761,1481.0,"bucket1$329,:3,:15001",100,2006-08-06T00:37:46.960000Z,6087.0,5619.0,0.06,0.03,negative,,,2.717|1.501|-2.342,2006.0,eq,,,0.8,0.04,
330,uw61502616,2018-11-06T06:22:11.480000Z,46.581,-119.827,earthquake,7.2,0.48,ml,0.078,0.2,0.28,UW,HH,SNI2,--,46.4648,-119.655,294.2,"bucket1$330,:3,:15001",100,2018-11-06T06:21:21.480000Z,5700.0,5390.0,0.06,0.03,negative,impulsive,impulsive,6.968|-5.133|-4.777,2018.0,eq,0.48,0.0776386371611,0.26,0.280242671496,
331,uw10776898,2009-04-20T21:59:18.300000Z,45.13,-120.946,earthquake,15.478,2.0,ml,0.157,1.8,0.707,UW,BH,BLOW,--,44.6837,-122.186,657.3,"bucket1$331,:3,:15001",100,2009-04-20T21:58:28.300000Z,8098.0,6765.0,0.1,0.1,undecidable,,,7.245|9.17|6.994,2009.0,eq,2.0,0.157,2.5,0.05,
332,uw60454037,2012-09-20T08:58:47.740000Z,46.474,-122.31,earthquake,15.744,1.33,ml,0.228,0.87,0.41,CC,BH,STD,--,46.2375,-122.224,1189.0,"bucket1$332,:3,:15001",100,2012-09-20T08:57:57.740000Z,5944.0,5528.0,0.15,0.03,positive,emergent,impulsive,19.953|7.365|11.692,2012.0,eq,1.33,0.228,0.94,0.059,
333,uw61687417,2020-10-28T01:36:26.030000Z,43.207,-124.446,earthquake,15.39,1.83,ml,0.103,1.12,1.1,UO,HH,DBO,--,43.1187,-123.244,957.0,"bucket1$333,:3,:15001",100,2020-10-28T01:35:36.030000Z,7820.0,6528.0,0.15,0.15,undecidable,emergent,emergent,2.332|2.739|-2.33,2020.0,eq,1.83,0.102615611963,1.48,0.0287782357425,
334,uw10576748,2002-12-30T07:41:35.500000Z,45.373,-121.677,earthquake,0.117,1.2,md,0.02,0.41,0.531,UW,BH,HOOD,--,45.3223,-121.651,1512.0,"bucket1$334,:3,:15001",100,2002-12-30T07:40:45.500000Z,5293.0,5163.0,0.02,0.02,undecidable,,,12.601|11.045|11.951,2002.0,eq,,,1.2,0.02,
335,uw61875882,2022-09-30T04:53:25.100000Z,47.264,-122.881,earthquake,30.94,2.16,ml,0.186,0.64,0.34,CC,BH,RUSH,--,46.9031,-121.944,1235.0,"bucket1$335,:3,:15001",100,2022-09-30T04:52:35.100000Z,7359.0,6358.0,0.06,0.06,positive,impulsive,impulsive,16.771|18.412|17.496,2022.0,eq,2.16,0.186146260987,1.97,0.341022195631,
336,uw60813061,2014-06-19T15:16:22.940000Z,46.573,-119.837,earthquake,8.364,0.89,ml,0.131,0.35,0.34,UW,HH,CCRK,--,46.5585,-119.855,561.0,"bucket1$336,:3,:15001",100,2014-06-19T15:15:32.940000Z,5324.0,5172.0,0.06,0.03,positive,impulsive,impulsive,19.904|18.951|15.175,2014.0,eq,0.89,0.131,0.56,0.323,
337,uw61394441,2018-05-30T22:20:45.600000Z,47.803,-122.319,earthquake,25.0,2.73,ml,0.168,0.38,0.28,UW,BH,GNW,--,47.5641,-122.825,220.0,"bucket1$337,:3,:15001",100,2018-05-30T22:19:55.600000Z,6422.0,5804.0,0.15,0.06,undecidable,emergent,impulsive,38.916|33.808|28.784,2018.0,eq,2.73,0.168,2.85,0.218,
338,uw61785677,2021-11-02T07:09:06.090000Z,48.622,-123.061,earthquake,14.83,1.22,ml,0.109,0.62,0.44,UW,HH,RNWY,--,48.6121,-123.126,58.2,"bucket1$338,:3,:15001",100,2021-11-02T07:08:16.090000Z,5464.0,5262.0,0.03,0.03,positive,impulsive,impulsive,10.301|8.704|6.655,2021.0,eq,1.22,0.108957454715,0.51,0.252548158388,
339,uw60606327,2013-10-06T07:58:28.340000Z,47.81,-122.676,earthquake,10.609,0.52,ml,0.063,1.49,0.75,UW,BH,DOSE,--,47.7172,-122.972,53.3,"bucket1$339,:3,:15001",100,2013-10-06T07:57:38.340000Z,5770.0,5435.0,0.06,0.06,negative,impulsive,impulsive,7.365|-3.533|4.856,2013.0,eq,0.52,0.063,0.51,0.134,
340,uw61166217,2016-07-14T17:01:30.940000Z,46.776,-121.958,earthquake,7.52,1.48,ml,0.346,0.69,0.47,UW,BH,RATT,--,47.4255,-121.802,442.4,"bucket1$340,:3,:15001",100,2016-07-14T17:00:40.940000Z,7127.0,6190.0,0.06,0.06,undecidable,impulsive,impulsive,8.121|14.394|14.715,2016.0,eq,1.48,0.346,1.24,0.295,
341,uw60077513,2014-08-21T11:45:52.640000Z,46.493,-122.41,earthquake,15.321,0.31,md,0.084702150362,1.14,1.1,TA,BH,E04D,--,46.5566,-122.567,204.0,"bucket1$341,:3,:15001",100,2014-08-21T11:45:02.640000Z,5606.0,5350.0,0.15,0.03,positive,emergent,impulsive,0.124|-1.593|-3.091,2014.0,eq,,,0.31,0.084702150362,
342,uw10830228,2011-09-22T20:22:06.590000Z,47.428,-122.048,earthquake,30.893,3.2,ml,0.219,0.88,0.58,UW,BH,SP2,--,47.5563,-122.249,30.0,"bucket1$342,:3,:15001",100,2011-09-22T20:21:16.590000Z,6004.0,5546.0,0.03,0.03,negative,,,30.495|30.511|29.491,2011.0,eq,3.2,0.219,3.27,0.264,
343,uw61238976,2016-12-11T17:11:27.930000Z,48.328,-124.941,earthquake,19.02,2.09,ml,0.198,2.48,2.04,CN,HH,PFB,--,48.5747,-124.454,449.0,"bucket1$343,:3,:15001",100,2016-12-11T17:10:37.930000Z,6391.0,5699.0,0.06,0.03,positive,impulsive,impulsive,7.361|5.302|7.585,2016.0,eq,2.09,0.198,1.72,0.143,
344,uw61893746,2022-11-10T13:13:04.080000Z,46.8461666667,-121.9345,earthquake,10.08,0.19,ml,0.228,0.37,0.39,UW,HH,FMW,--,46.9419,-121.672,1900.0,"bucket1$344,:3,:15001",100,2022-11-10T13:12:14.080000Z,5737.0,5412.0,0.15,0.06,positive,emergent,impulsive,0.449|-2.541|4.294,2022.0,eq,0.19,0.228378183891,-0.11,0.164984853725,
345,uw61775796,2021-09-04T00:40:43.280000Z,46.874,-121.927,earthquake,9.2,0.17,ml,0.167494865682,0.74,0.37,CC,BH,VOIT,--,46.9663,-121.983,977.1,"bucket1$345,:3,:15001",100,2021-09-04T00:39:53.280000Z,5444.0,5258.0,0.06,,undecidable,impulsive,,8.002|0.586|0.318,2021.0,eq,0.17,0.167494865682,-0.2,0.181222976861,
346,uw60804311,2014-06-09T09:40:29.710000Z,48.6,-123.084,earthquake,11.749,0.4,md,0.106,0.74,0.35,CN,HH,VGZ,--,48.4131,-123.325,67.0,"bucket1$346,:3,:15001",100,2014-06-09T09:39:39.710000Z,5861.0,5487.0,0.15,0.06,undecidable,emergent,impulsive,3.502|-0.562|-0.034,2014.0,eq,,,0.4,0.106,
347,uw61845982,2022-06-24T22:41:05.180000Z,48.263,-120.727,earthquake,8.76,1.72,ml,0.159,23.51,0.57,UW,HH,DY2,--,47.985,-119.772,892.0,"bucket1$347,:3,:15001",100,2022-06-24T22:40:15.180000Z,7237.0,6277.0,0.15,0.15,undecidable,emergent,emergent,17.777|15.629|19.438,2022.0,eq,1.72,0.159133971211,2.49,0.261647737001,
348,uw60403696,2012-03-19T00:23:33.540000Z,47.6,-122.746,earthquake,15.168,0.66,ml,0.173,0.83,0.68,TA,BH,D03D,--,47.5347,-123.089,262.0,"bucket1$348,:3,:15001",100,2012-03-19T00:22:43.540000Z,5871.0,5496.0,0.06,0.03,negative,impulsive,impulsive,-2.13|0.435|1.44,2012.0,eq,0.66,0.173,0.09,0.254,
349,uw60403206,2012-03-15T03:33:52.170000Z,45.331,-121.758,earthquake,1.984,1.16,ml,0.082,31.61,2.47,TA,BH,G05D,--,45.2422,-121.317,592.0,"bucket1$349,:3,:15001",100,2012-03-15T03:33:02.170000Z,6233.0,5685.0,0.06,0.06,positive,impulsive,impulsive,1.794|-2.285|-3.99,2012.0,eq,1.16,0.082,0.75,0.286,
350,uw10831363,2011-11-17T16:39:15.570000Z,47.696,-122.974,earthquake,45.735,1.53,ml,0.067,1.11,1.53,UW,BH,DOSE,--,47.7172,-122.972,53.3,"bucket1$350,:3,:15001",100,2011-11-17T16:38:25.570000Z,6196.0,5661.0,0.12,0.06,negative,impulsive,impulsive,4.928|12.889|4.672,2011.0,eq,1.53,0.067,1.08,0.251,
351,uw60628021,2013-11-12T09:16:29.540000Z,46.459,-121.704,earthquake,0.68,1.2,ml,0.139,1.78,0.35,TA,BH,F05D,--,45.8852,-121.46,472.0,"bucket1$351,:3,:15001",100,2013-11-12T09:15:39.540000Z,7045.0,6136.0,0.15,0.06,positive,emergent,impulsive,4.846|1.243|-5.205,2013.0,eq,1.2,0.139,1.09,0.107,
352,uw61614622,2020-05-15T04:19:43.440000Z,46.35,-122.27,earthquake,13.75,2.22,ml,0.231,0.53,0.3,CC,BH,CARB,--,46.9883,-122.005,872.5,"bucket1$352,:3,:15001",100,2020-05-15T04:18:53.440000Z,7126.0,6206.0,0.15,0.03,negative,emergent,impulsive,21.774|14.143|10.697,2020.0,eq,2.22,0.23052880132,2.3,0.4710324891,
353,uw60428101,2012-06-12T14:55:04.790000Z,46.848,-121.922,earthquake,10.484,1.03,ml,0.215,0.64,0.35,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket1$353,:3,:15001",100,2012-06-12T14:54:14.790000Z,5479.0,5269.0,0.06,0.03,positive,impulsive,impulsive,21.146|15.88|24.306,2012.0,eq,1.03,0.215,0.64,0.384,
354,uw61821696,2022-03-11T00:56:12.000000Z,47.441,-121.81,earthquake,20.05,1.29,ml,0.249,0.4,0.62,UW,HH,GNW,--,47.5641,-122.825,220.0,"bucket1$354,:3,:15001",100,2022-03-11T00:55:22.000000Z,7243.0,6269.0,0.15,0.06,negative,emergent,impulsive,2.580|-5.752|3.289,2022.0,eq,1.29,0.249159194688,1.45,0.198215804911,
355,uw61886537,2022-11-21T02:50:15.680000Z,46.3271666667,-122.2435,earthquake,9.65,0.65,ml,0.11,0.95,0.68,CC,BH,STD,01,46.2368,-122.224,1259.0,"bucket1$355,:3,:15001",100,2022-11-21T02:49:25.680000Z,5496.0,5262.0,0.15,0.06,positive,emergent,emergent,18.551|19.502|9.682,2022.0,eq,0.65,0.10975844431,0.9,0.552367211478,
356,uw61565307,2019-12-28T01:39:27.220000Z,47.043,-122.026,earthquake,10.31,1.3,ml,0.17,0.44,0.29,CC,BH,SIFT,--,46.8669,-121.953,732.0,"bucket1$356,:3,:15001",100,2019-12-28T01:38:37.220000Z,5663.0,5381.0,0.06,0.06,negative,impulsive,impulsive,5.405|10.722|3.443,2019.0,eq,1.3,0.170013378215,0.94,0.255077506854,
357,uw60999156,2015-04-15T11:04:23.330000Z,46.344,-122.244,earthquake,11.368,1.06,ml,0.134,0.53,0.38,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket1$357,:3,:15001",100,2015-04-15T11:03:33.330000Z,7048.0,6171.0,0.15,0.15,undecidable,emergent,emergent,-1.153|2.038|-1.281,2015.0,eq,1.06,0.134,0.75,0.185,
358,uw61022802,2015-06-08T03:40:36.520000Z,47.933,-121.565,earthquake,7.102,1.46,ml,0.119,0.93,0.4,UW,BH,LTY,--,47.2545,-120.666,807.0,"bucket1$358,:3,:15001",100,2015-06-08T03:39:46.520000Z,7866.0,6656.0,0.06,0.15,undecidable,impulsive,emergent,-5.899|2.259|-2.307,2015.0,eq,1.46,0.119,1.05,0.032,
359,uw60634407,2013-11-22T22:36:30.550000Z,45.372,-121.707,earthquake,-0.177,1.94,ml,0.142,0.53,0.29,UW,BH,HOOD,--,45.3223,-121.651,1512.0,"bucket1$359,:3,:15001",100,2013-11-22T22:35:40.550000Z,5303.0,5173.0,0.06,0.03,positive,impulsive,impulsive,36.808|44.83|38.231,2013.0,eq,1.94,0.142,2.13,0.327,
360,uw61889246,2022-10-22T00:59:12.690000Z,46.601,-119.8825,earthquake,6.49,1.48,ml,0.132,0.21,0.23,UW,HH,MOX,--,46.5772,-120.299,501.0,"bucket1$360,:3,:15001",100,2022-10-22T00:58:22.690000Z,6116.0,5641.0,0.15,0.15,undecidable,emergent,emergent,10.474|10.344|-1.109,2022.0,eq,1.48,0.132407206309,1.39,0.130005401498,
361,uw61755591,2021-07-19T11:34:41.440000Z,46.885,-121.948,earthquake,12.83,0.98,ml,0.132,0.41,0.38,CC,BH,RUSH,--,46.9031,-121.944,1235.0,"bucket1$361,:3,:15001",100,2021-07-19T11:33:51.440000Z,5426.0,5246.0,0.06,0.03,positive,impulsive,impulsive,35.266|28.313|28.622,2021.0,eq,0.98,0.132326603186,0.93,0.349853803148,
362,uw61315386,2017-08-17T15:09:35.330000Z,47.269,-122.702,earthquake,22.43,1.4,ml,0.183,1.0,0.48,CC,BH,OBSR,--,46.8997,-121.815,2382.0,"bucket1$362,:3,:15001",100,2017-08-17T15:08:45.330000Z,7261.0,6271.0,0.06,0.15,undecidable,impulsive,emergent,17.824|18.366|15.734,2017.0,eq,1.4,0.183,1.4,0.195,
363,uw61683156,2020-09-14T00:05:55.110000Z,48.5,-123.376,earthquake,25.27,2.21,ml,0.187,0.51,0.31,UW,HH,DOSE,--,47.7172,-122.972,53.3,"bucket1$363,:3,:15001",100,2020-09-14T00:05:05.110000Z,7572.0,6412.0,0.15,0.03,positive,emergent,impulsive,25.709|25.49|21.148,2020.0,eq,2.21,0.186768960415,1.9,0.142268039575,
364,uw61708121,2021-01-05T07:30:28.850000Z,45.419,-117.603,earthquake,1.7,2.44,ml,0.395,3.34,1.38,US,BH,BMO,00,44.8525,-117.306,1154.0,"bucket1$364,:3,:15001",100,2021-01-05T07:29:38.850000Z,7005.0,6173.0,0.06,0.03,negative,impulsive,impulsive,31.314|23.342|25.647,2021.0,eq,2.44,0.394863892524,2.4,0.0607170337468,
365,uw61782067,2021-10-18T15:45:27.600000Z,45.371,-121.701,earthquake,2.62,0.15,md,0.388,0.57,0.35,CC,BH,YOCR,--,45.3792,-121.743,1913.7,"bucket1$365,:3,:15001",100,2021-10-18T15:44:37.600000Z,5229.0,5135.0,0.06,0.03,negative,impulsive,impulsive,8.687|6.902|5.951,2021.0,eq,,,0.15,0.388058650873,
366,uw61814612,2022-03-19T16:52:45.850000Z,47.903,-121.845,earthquake,16.19,1.18,ml,0.098,0.67,0.28,UW,HH,BHW,--,47.8361,-122.033,217.0,"bucket1$366,:3,:15001",100,2022-03-19T16:51:55.850000Z,5677.0,5371.0,0.06,0.03,positive,impulsive,impulsive,2.589|-0.392|7.297,2022.0,eq,1.18,0.0976332256043,1.36,0.484232623951,
367,uw61337006,2017-10-03T23:51:39.210000Z,47.996,-122.751,earthquake,14.52,0.96,ml,0.113,1.42,1.19,CN,HH,VGZ,--,48.4131,-123.325,67.0,"bucket1$367,:3,:15001",100,2017-10-03T23:50:49.210000Z,6793.0,5994.0,0.06,0.15,undecidable,impulsive,emergent,0.301|2.813|-0.784,2017.0,eq,0.96,0.113,0.94,0.056,
368,uw61595887,2020-04-09T21:11:56.970000Z,47.592,-121.72,earthquake,8.58,1.13,ml,0.122,0.93,0.78,CC,BH,PANH,--,46.859,-121.643,2086.0,"bucket1$368,:3,:15001",100,2020-04-09T21:11:06.970000Z,7323.0,6313.0,0.06,0.06,undecidable,impulsive,impulsive,-8.102|-3.173|1.958,2020.0,eq,1.13,0.121771126576,1.45,0.15914185301,
